id,name,team_id,email,tempo_de_assinatura,historico_de_presenca_nos_jogos,historico_de_socio,numero_de_desistencias_no_periodo,historico_de_preco_nos_planos,tipo_de_plano,quantos_membros,planos_com_ingresso_incluso,estado_civil,risco_de_churn,feedback_sobre_servicos,frequencia_de_compra_de_produtos,created_at,updated_at
2633,Cedric Kuvalis I,1,abdul_sauer@wehner.example,30,31,17,0,163,familiar,4,t,casado,,1,17,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2634,Dona Hermiston,1,denny.ondricka@dietrich.test,41,41,17,0,32,individual,1,t,divorciado,,10,7,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2635,Xavier Schmitt,1,luke@lehner.example,69,42,3,5,264,individual,2,t,solteiro,,5,5,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2636,Amb. Hee Stark,1,donovan@okeefe.test,70,57,15,0,126,familiar,1,f,divorciado,,4,7,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2637,Cristy O'Reilly,1,deeanna@windler.test,8,53,16,9,313,familiar,4,t,divorciado,,2,1,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2638,Bebe Rolfson,1,irish@murazik.example,20,66,19,1,438,familiar,6,f,casado,,3,9,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2639,Rep. Dion Maggio,1,lonny@durgan-rowe.test,70,45,34,0,180,familiar,5,t,solteiro,,10,9,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2640,Miss Carlos Schuppe,1,stevie.hermiston@lehner.example,77,65,25,5,425,individual,1,t,solteiro,,5,2,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2641,Sanora Ernser,1,rosendo_kris@sanford.example,30,14,34,5,329,individual,3,f,solteiro,,3,1,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2642,Gov. Margart Wuckert,1,micah@kiehn.example,37,44,35,2,100,individual,3,t,divorciado,,7,2,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2643,Kathi Cronin,1,tiera@legros.test,19,16,19,2,344,individual,5,t,divorciado,,4,4,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2644,Sen. Fermina Gislason,1,everette@schimmel.test,8,44,11,4,81,individual,5,f,casado,,2,0,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2645,Eloisa Feil LLD,1,richie_veum@turner.test,7,16,4,7,306,individual,5,t,casado,,3,2,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2646,Larry Rodriguez JD,1,clyde@pollich-zemlak.example,79,57,11,2,330,individual,3,t,solteiro,,0,1,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2647,Sara Olson Sr.,1,shawn.strosin@klein-carter.test,64,18,28,1,239,familiar,2,t,solteiro,,9,8,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2648,Iluminada Collier,1,georgina_leannon@grady.example,82,58,9,1,164,familiar,3,t,casado,,7,17,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2649,Guillermina Konopelski,1,gregg@bosco.example,34,66,7,3,457,familiar,3,t,solteiro,,5,9,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2650,Karin Lakin,1,francis@ullrich-olson.test,48,20,19,5,140,individual,1,t,solteiro,,9,1,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2651,Marlon Breitenberg,1,arlie.ankunding@wolff.example,80,2,31,2,192,familiar,3,f,solteiro,,1,4,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2652,Inocencia Quigley,1,opal_windler@hirthe.test,28,11,28,7,455,individual,7,f,casado,,7,2,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2653,Vance Mraz MD,1,ross@sauer.example,60,48,33,2,41,familiar,5,t,casado,,2,9,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2654,Everett Rath,1,elbert.runte@hahn.example,42,19,17,7,246,familiar,1,t,casado,,9,5,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2655,Ethel Hilpert,1,garth@monahan.example,41,15,10,3,206,individual,4,t,divorciado,,2,4,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2656,Clint Considine CPA,1,jolanda_maggio@gleason.test,74,44,10,0,434,familiar,7,t,divorciado,,0,1,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2657,Hong Toy V,1,eliseo.king@koch.test,63,51,29,6,78,familiar,6,t,solteiro,,3,1,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2658,Stewart Berge DC,1,henry@schimmel-buckridge.test,28,38,24,2,185,familiar,6,f,casado,,1,5,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2659,Mrs. Olevia Greenholt,1,donnie.lesch@little.test,48,26,7,0,156,individual,4,f,solteiro,,1,9,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2660,Rema Schamberger,1,violeta@mayert-hirthe.example,42,42,19,2,105,individual,6,t,divorciado,,6,1,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2661,Seymour McGlynn,1,emmitt_price@jacobson.example,76,16,20,5,370,individual,2,f,divorciado,,5,5,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2662,Cher Ryan,1,elisha@yundt.example,72,34,0,3,113,familiar,6,f,divorciado,,2,4,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2663,Freda McLaughlin,1,emory@zulauf.test,68,66,6,9,353,familiar,4,f,divorciado,,2,17,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2664,Jonnie Ullrich,1,wilford.ziemann@miller.test,31,17,5,9,155,individual,3,t,solteiro,,4,0,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2665,Geraldo Powlowski,1,alissa@rempel-kulas.test,72,21,37,5,175,individual,3,t,casado,,9,0,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2666,Kyle Brown,1,octavio_feil@halvorson.test,69,5,4,7,180,familiar,6,f,casado,,4,5,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2667,Vania Russel,1,angelica_walsh@wehner.test,52,44,13,7,343,individual,2,f,divorciado,,8,5,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2668,Darwin Rodriguez,1,mafalda.wisoky@jacobson.test,76,5,31,0,422,individual,4,f,casado,,2,1,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2669,Ms. Gudrun Osinski,1,merlin.keebler@ondricka.test,53,48,34,6,481,individual,3,f,casado,,8,0,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2670,Dr. Mayme Batz,1,elias_haag@murray.example,38,45,15,7,49,familiar,2,f,solteiro,,9,9,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2671,Pres. Elicia Heathcote,1,cory@franecki.test,61,17,20,7,307,familiar,7,t,solteiro,,1,9,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2672,Ena Gutmann,1,willy@rau-morissette.example,1,57,37,6,249,familiar,3,t,solteiro,,6,4,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2673,Gwenda Jacobi,1,keturah_ortiz@dubuque.example,33,65,32,9,292,individual,5,f,solteiro,,8,1,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2674,Sharita Jacobs,1,carmine@prosacco.test,28,7,5,7,338,individual,7,t,casado,,4,0,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2675,Vance Fadel,1,eloy_boyer@oberbrunner.example,58,19,5,9,475,familiar,6,t,solteiro,,4,1,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2676,Miss Soraya Legros,1,lala@doyle.test,33,54,36,7,143,familiar,7,t,casado,,6,0,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2677,Shelby Gislason CPA,1,martin@larkin.example,86,52,5,2,113,individual,4,t,divorciado,,7,7,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2678,Sen. Franklin Langosh,1,tammy@parisian.test,77,33,7,1,371,individual,5,t,divorciado,,10,9,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2679,Ms. Jenise Ebert,1,agnes.braun@legros.example,28,38,25,5,105,familiar,7,f,casado,,7,0,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2680,Cyril Denesik PhD,1,devin_fahey@moore.example,34,37,17,6,231,individual,6,f,solteiro,,6,9,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2681,Ezra Morissette,1,bert.homenick@hoeger-johns.test,59,73,15,8,427,familiar,5,t,casado,,4,7,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2682,Prof. Ollie Wunsch,1,jamison@williamson-fahey.example,77,63,35,8,200,individual,2,t,casado,,1,5,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2683,Ismael Pagac VM,1,margarita.mcclure@schulist-bruen.example,12,64,12,5,263,individual,7,t,casado,,5,4,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2684,Zenia Ferry III,1,brinda_cormier@zieme.test,19,1,0,0,202,individual,1,f,divorciado,,0,4,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2685,Fidela Conn,1,clarine_cummings@stokes.test,80,70,19,8,400,familiar,5,t,divorciado,,0,3,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2686,Emanuel Bashirian,1,neville_ebert@schuster.example,32,12,21,1,423,individual,2,f,solteiro,,8,0,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2687,Harland Mayert,1,naomi@lockman-okeefe.example,33,23,13,4,466,individual,5,f,divorciado,,4,15,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2688,Pres. Lory Gutkowski,1,vincent_moen@murphy.test,20,6,9,0,406,individual,2,f,divorciado,,7,3,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2689,Waylon Nolan,1,jonna@fadel.test,65,34,22,1,309,familiar,1,t,divorciado,,6,8,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2690,Kaley Gleason,1,harris_heidenreich@bogisich.example,75,47,27,8,267,familiar,4,t,solteiro,,2,5,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2691,Anibal Von,1,veda.hirthe@skiles.test,16,55,4,8,84,familiar,6,t,solteiro,,1,8,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2692,Buford Botsford PhD,1,dwain@ondricka-heaney.test,12,72,33,0,423,individual,1,t,solteiro,,3,6,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2693,Bernice Lehner I,1,valentin@jacobi.example,54,9,32,5,273,familiar,5,t,casado,,0,6,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2694,Ira McLaughlin,1,ok@hauck-hand.test,9,58,14,9,389,familiar,1,t,divorciado,,10,5,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2695,Oliver Wilderman,1,refugio@koepp.example,30,6,36,7,347,individual,4,t,solteiro,,5,2,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2696,Margurite Moore DC,1,darwin@white-bogisich.example,27,35,18,8,264,individual,1,f,casado,,8,3,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2697,Anthony Conn,1,donald@botsford-bernhard.example,80,26,7,9,308,individual,7,f,casado,,6,0,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2698,Hung Bartoletti,1,donny.towne@gleason-walter.test,82,54,19,0,201,familiar,6,t,casado,,8,9,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2699,Reuben Shields,1,adam@lehner.test,9,13,18,0,346,familiar,7,t,casado,,5,6,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2700,Muoi Nikolaus,1,cherry@ryan-abernathy.example,5,52,22,5,425,individual,6,f,solteiro,,10,5,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2701,Prof. Clarita Nolan,1,antione@anderson.example,19,60,4,7,453,familiar,1,t,divorciado,,4,7,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2702,Marnie Ebert,1,jacinto.graham@prohaska-kuhlman.test,38,33,27,0,407,individual,1,t,solteiro,,1,0,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2703,Keith Glover,1,nathaniel_hauck@kessler.test,56,41,24,2,480,individual,2,f,casado,,1,7,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2704,Emerson Feeney,1,dale.paucek@hegmann.example,39,58,20,6,286,individual,6,t,divorciado,,0,7,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2705,Tyron Satterfield,1,felicitas@macgyver.test,16,31,20,5,305,familiar,1,f,solteiro,,5,6,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2706,Sindy Anderson,1,jesus@goodwin.test,14,16,17,4,210,individual,7,t,solteiro,,6,5,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2707,Wesley Crooks,1,gerald@renner.example,33,43,25,0,27,individual,7,t,solteiro,,8,5,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2708,Ms. Man DuBuque,1,tonia@renner.test,70,47,24,9,285,individual,6,f,solteiro,,2,9,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2709,Ernest Franecki,1,deidre@metz.example,13,29,5,5,202,individual,3,f,divorciado,,1,1,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2710,Burton Buckridge Ret.,1,hershel.christiansen@crist-okeefe.example,85,53,16,4,415,familiar,1,t,solteiro,,8,8,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2711,Thu Littel DVM,1,rufus@kerluke-cruickshank.test,86,7,4,7,213,individual,7,f,divorciado,,10,1,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2712,Minta Stroman,1,otha_kris@lehner.test,4,18,19,5,499,familiar,3,f,solteiro,,2,4,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2713,Miss Oscar Boyle,1,hortencia@mueller.test,16,22,21,5,22,individual,1,t,solteiro,,3,4,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2714,Pres. Olene Hand,1,domenica.murray@price.example,40,51,31,0,364,individual,3,t,solteiro,,10,5,2024-02-17 00:32:43 UTC,2024-02-17 00:32:43 UTC
2715,Bulah Auer,1,lexie@yundt.example,4,40,18,6,55,individual,5,t,casado,,1,8,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2716,Shu McDermott,1,dwight.bogisich@stracke.test,9,44,37,0,99,individual,1,f,solteiro,,7,8,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2717,Kenia Roberts,1,eric@adams.test,27,36,36,1,130,familiar,7,f,divorciado,,9,4,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2718,Julienne Armstrong,1,kami_volkman@schmeler.example,84,6,29,3,278,individual,5,t,solteiro,,10,5,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2719,The Hon. Darron Bergnaum,1,kenna@kirlin.example,82,49,4,8,105,individual,6,f,casado,,1,8,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2720,Eunice Fisher,1,shavonne.hoppe@okuneva-bode.test,75,74,24,5,240,familiar,6,f,casado,,8,7,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2721,Carylon Schroeder,1,mickey.schimmel@morar.example,55,65,33,2,403,familiar,4,t,divorciado,,5,4,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2722,Rebekah Reinger,1,laurene.stokes@orn-witting.test,31,22,18,7,212,individual,2,f,solteiro,,1,9,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2723,Amb. Jacinto Abernathy,1,albert.stroman@oconner.test,14,57,26,5,262,familiar,2,f,casado,,8,5,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2724,Errol Breitenberg,1,meghann_feil@leffler.example,19,70,24,1,221,individual,3,t,divorciado,,5,0,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2725,Terence Schowalter,1,lera@langosh.test,80,25,33,0,458,individual,7,t,divorciado,,2,9,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2726,Bebe Smith,1,elden_herman@stokes-goyette.test,74,16,29,8,390,individual,1,f,divorciado,,5,6,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2727,Bruno Ledner DC,1,lashonda.schoen@mueller.test,24,3,8,1,346,individual,3,t,divorciado,,8,6,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2728,Melva Hermiston I,1,rochel.waelchi@kuhn.test,9,21,21,7,218,individual,1,f,divorciado,,9,12,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2729,Amb. Magan McClure,1,andra_bernier@douglas-kuphal.example,81,7,20,5,280,individual,6,t,divorciado,,4,4,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2730,Guillermo Flatley,1,edgardo@carroll-considine.test,28,57,22,9,191,individual,6,t,divorciado,,6,0,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2731,Fr. Wilmer Larkin,1,dwight_breitenberg@champlin.test,39,49,13,4,314,familiar,3,f,solteiro,,10,5,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2732,Albertha Bednar Sr.,1,william.grimes@kshlerin-heaney.example,67,74,9,0,84,familiar,3,t,casado,,5,7,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2733,Alberta Mann VM,1,gretta_hamill@mante-lind.example,69,63,34,7,298,individual,3,f,divorciado,,8,3,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2734,Hugh Corwin IV,1,louise@hoppe.example,53,45,12,8,49,individual,6,t,solteiro,,0,0,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2735,Chau Cummings,1,woodrow@howe.example,74,33,23,7,193,individual,4,t,divorciado,,6,4,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2736,Yoko Upton,1,kendra@aufderhar.example,7,27,23,7,97,individual,4,t,divorciado,,9,1,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2737,Mollie Torphy,1,holli@harber.example,70,32,2,5,177,individual,5,f,solteiro,,8,5,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2738,Lynwood Schaefer,1,ian.legros@klocko-ortiz.example,14,8,34,1,446,familiar,7,f,divorciado,,5,8,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2739,Michell Hayes,1,kenya@grady.test,47,59,26,7,118,individual,2,f,divorciado,,2,5,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2740,Ai Mitchell,1,chang_schuppe@lang.example,65,44,32,6,116,individual,5,f,casado,,4,9,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2741,Coletta Fadel,1,rosendo@hackett.test,25,18,0,0,103,familiar,6,f,casado,,6,7,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2742,Hong Feil,1,charlott@pfeffer.test,36,56,11,7,37,individual,3,t,divorciado,,10,2,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2743,Lucius Grimes,1,shena@beatty.test,66,52,23,7,257,individual,7,f,casado,,4,3,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2744,Joyce Senger VM,1,theron@cummerata-miller.test,63,15,8,6,412,individual,6,f,divorciado,,9,7,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2745,Consuelo Bosco,1,yvone_legros@terry.example,40,56,24,1,226,individual,3,t,divorciado,,9,1,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2746,Keisha Stanton CPA,1,cristobal@dare.example,47,22,34,1,313,individual,3,f,divorciado,,3,0,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2747,Shawana Renner,1,edgardo@buckridge-luettgen.test,24,29,14,2,340,individual,1,f,solteiro,,1,2,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2748,Kaci Nienow,1,willie_donnelly@harris.test,58,47,1,2,411,individual,5,t,solteiro,,8,1,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2749,Ahmad Brakus,1,marleen@kuhn.test,17,34,25,0,77,individual,3,t,casado,,4,0,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2750,Danilo Ratke,1,wilford.lindgren@swaniawski-nicolas.example,59,64,16,8,461,familiar,1,f,solteiro,,0,6,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2751,Youlanda Nicolas,1,tonda@goyette-jacobson.example,24,43,0,2,74,familiar,5,f,casado,,8,8,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2752,Elizabet Runolfsson,1,taryn_vonrueden@jerde.test,87,47,32,6,314,familiar,7,f,solteiro,,8,0,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2753,Lucas Dickens,1,lashandra@zboncak.test,55,20,17,4,310,familiar,6,t,casado,,7,18,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2754,Rev. Evangeline Schinner,1,elenor.gutmann@collins.test,23,16,28,0,321,familiar,3,f,casado,,9,5,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2755,Ivory Lubowitz,1,gregory@kuvalis.example,87,66,29,9,307,familiar,5,f,divorciado,,1,9,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2756,Porsche Beier JD,1,cherrie_deckow@runolfsson.example,25,59,35,1,434,familiar,5,t,solteiro,,9,0,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2757,Greg McCullough Sr.,1,murray.witting@powlowski.test,36,69,22,9,471,individual,4,t,casado,,9,1,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2758,Rev. Nickie Koch,1,pete.legros@collier.example,50,70,14,1,49,familiar,1,f,solteiro,,9,1,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2759,Alexander Balistreri,1,tad@ortiz.example,66,69,14,7,45,individual,7,f,divorciado,,3,3,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2760,Mrs. Rosa Rau,1,shalon.mcclure@friesen-legros.example,82,55,28,6,208,familiar,5,f,divorciado,,8,7,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2761,Aline Dooley,1,tanna_kshlerin@ankunding.test,25,51,32,0,140,individual,6,f,casado,,9,9,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2762,Rivka Bosco DVM,1,arden@hegmann-runolfsson.example,9,32,18,7,217,individual,5,t,casado,,8,9,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2763,Otha Lueilwitz DO,1,cliff_farrell@kessler.test,72,6,29,0,151,individual,3,t,divorciado,,9,5,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2764,Blaine Parker,1,jeremiah@daniel.test,55,63,27,4,149,familiar,4,f,divorciado,,0,7,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2765,Alvin Doyle,1,jackqueline@goyette-okeefe.test,3,22,15,3,301,familiar,7,t,divorciado,,1,1,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2766,Sen. Abram O'Connell,1,indira@ebert.test,32,38,22,1,185,familiar,7,t,casado,,2,10,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2767,Neda Kovacek,1,mozell.kris@hirthe-witting.test,35,68,26,2,432,familiar,7,t,solteiro,,5,4,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2768,Mana Hegmann,1,rogelio.hauck@abernathy.test,60,41,1,7,4,familiar,6,t,divorciado,,0,8,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2769,Gov. Modesto Dach,1,rory@dare-littel.test,17,68,32,5,149,individual,1,f,solteiro,,8,8,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2770,Darell Runolfsson,1,verona@quitzon-shanahan.test,19,58,8,3,132,familiar,1,t,casado,,0,3,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2771,Ronnie Reinger,1,lane@beier.example,27,22,19,1,242,familiar,1,t,divorciado,,0,7,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2772,Robert Bogan,1,king.stroman@wisozk.example,79,22,33,5,104,individual,6,t,casado,,9,1,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2773,Winnifred Runte,1,vince_nienow@leannon.example,26,71,28,2,144,individual,4,f,divorciado,,7,5,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2774,Fr. Carmine Bode,1,elvie@marvin.test,45,38,21,8,135,familiar,6,t,casado,,8,5,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2775,Hosea Deckow,1,lorinda@turcotte.example,61,13,19,2,240,familiar,5,f,divorciado,,9,6,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2776,Bernice Farrell,1,wen@rice.test,86,23,11,6,319,individual,6,t,solteiro,,2,8,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2777,Kyle Nienow DC,1,carson.lindgren@haag.test,27,72,28,4,156,familiar,3,f,solteiro,,3,5,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2778,Nakita Nolan,1,della@jast-leannon.example,40,54,11,1,130,familiar,3,f,divorciado,,8,2,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2779,Rev. Jonas Ward,1,faustino_abshire@tromp.example,7,47,19,9,7,individual,6,f,divorciado,,3,1,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2780,Avelina Hilpert LLD,1,myron@hyatt.test,63,11,0,5,118,individual,6,t,divorciado,,0,8,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2781,Rosenda Jacobson,1,darnell@wilkinson-ebert.test,38,69,16,7,325,individual,2,f,divorciado,,4,0,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2782,The Hon. Brice Kuvalis,1,thomasine_rath@abshire.test,11,4,29,2,14,familiar,1,t,divorciado,,6,3,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2783,Shemeka Cormier,1,buck_jones@mitchell.test,79,70,4,4,425,familiar,3,f,casado,,9,9,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2784,Antonio Gislason,1,una.kuhic@simonis-runolfsson.test,74,60,7,1,100,individual,1,t,solteiro,,3,8,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2785,Florentina DuBuque,1,tuan.grant@bradtke.example,73,56,5,7,414,familiar,7,t,divorciado,,9,1,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2786,Kim Becker,1,mel@gulgowski.example,16,4,14,7,4,individual,1,f,divorciado,,6,0,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
2787,Rev. Leonard Renner,1,geraldo@torphy.test,17,33,22,5,419,familiar,4,t,solteiro,,6,7,2024-02-17 00:32:44 UTC,2024-02-17 00:32:44 UTC
