id,name,team_id,email,tempo_de_assinatura,historico_de_presenca_nos_jogos,historico_de_socio,numero_de_desistencias_no_periodo,historico_de_preco_nos_planos,tipo_de_plano,quantos_membros,planos_com_ingresso_incluso,estado_civil,risco_de_churn,feedback_sobre_servicos,frequencia_de_compra_de_produtos,created_at,updated_at
1991,Dudley Wisoky,1,orlando_borer@daniel.example,14,26,11,8,103,individual,7,t,solteiro,alto,7,12,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
1992,Jeremy Grady,1,van@nitzsche.test,3,33,10,6,411,familiar,7,t,divorciado,baixo,4,5,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
1993,Jeana Nolan JD,1,syble@torphy-sawayn.test,18,48,36,9,349,familiar,3,t,casado,médio,0,9,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
1994,Lily Jones Sr.,1,tayna@hansen.example,67,65,11,8,458,individual,7,f,casado,baixo,6,6,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
1995,David Mayer,1,madaline@harber-effertz.example,41,58,8,8,370,familiar,7,t,solteiro,médio,8,4,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
1996,Chet Smith,1,nettie_bosco@carroll.test,66,3,12,2,99,individual,3,f,solteiro,médio,5,8,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
1997,Emile Roob,1,gregg@osinski.example,62,64,14,9,306,familiar,6,t,casado,baixo,0,3,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
1998,Amb. Norman Nienow,1,young@waters.example,37,24,16,5,423,individual,5,f,solteiro,médio,1,8,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
1999,Michal Stark I,1,julio@pfeffer-schiller.example,63,47,18,8,112,individual,4,f,casado,baixo,0,1,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2000,Stacey Reinger,1,maryetta@bartoletti.test,66,72,22,4,170,individual,7,t,solteiro,alto,2,2,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2001,Cassie Schuppe,1,sharon_white@kub.test,2,52,11,2,277,individual,2,t,divorciado,médio,8,19,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2002,Kendall Murray III,1,nikia.krajcik@mayer.example,63,24,3,9,351,familiar,5,t,solteiro,alto,6,10,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2003,Wilber Boyer Jr.,1,carrol.schuster@block.test,10,34,7,5,391,familiar,6,f,divorciado,alto,8,0,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2004,Dario Lind,1,marianna.turner@rowe.test,68,50,12,3,374,familiar,4,f,solteiro,alto,9,9,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2005,Sen. Michell Champlin,1,maurita@collins-sawayn.test,84,5,1,0,142,individual,6,t,solteiro,médio,6,9,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2006,Dwain Rempel,1,maddie@nolan-schaefer.test,83,19,14,5,287,individual,6,f,solteiro,médio,1,6,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2007,Delisa Kuhlman,1,hyon@klocko.test,59,16,8,1,445,familiar,4,t,divorciado,médio,2,9,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2008,Amado Brown,1,esmeralda@champlin.example,13,66,3,5,411,individual,4,f,solteiro,alto,0,2,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2009,Angel Emmerich,1,lyndon_kuhlman@weimann-zieme.test,5,53,1,0,472,individual,3,f,divorciado,baixo,1,5,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2010,Brittny Walker JD,1,elroy.lindgren@upton.example,63,57,9,8,190,individual,6,t,divorciado,médio,9,5,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2011,Katy Volkman DVM,1,patty.simonis@grady.test,66,31,8,5,366,individual,4,t,solteiro,médio,5,1,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2012,Jerrell Rutherford,1,jaleesa@reinger.test,45,24,12,6,360,familiar,2,f,solteiro,médio,3,2,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2013,Toby Windler Ret.,1,elsie_stanton@metz.test,17,58,3,4,429,familiar,7,t,divorciado,baixo,3,7,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2014,Leana West LLD,1,jonah_gislason@hegmann.test,6,67,16,6,348,familiar,7,t,casado,médio,9,4,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2015,Jon Roberts DVM,1,tawna@brown.test,19,1,29,4,2,individual,6,t,divorciado,médio,7,3,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2016,Rozanne Hilll,1,bill_upton@okeefe.test,13,69,1,3,379,familiar,4,t,solteiro,alto,10,11,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2017,Louetta Wintheiser,1,concepcion_ryan@wiegand-dicki.example,60,35,16,2,263,individual,1,f,divorciado,baixo,3,6,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2018,Donnell Schroeder,1,silas.auer@monahan.example,76,52,0,8,217,individual,2,t,divorciado,alto,3,2,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2019,Kristel Wisozk,1,rudolf_predovic@schaefer-mante.test,76,47,30,0,413,individual,1,f,solteiro,médio,9,12,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2020,Lyndon O'Kon,1,jolene_schiller@witting.example,64,54,34,6,424,individual,1,f,solteiro,alto,4,3,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2021,Kalyn Walker,1,catalina_ohara@jenkins-vonrueden.example,44,64,13,1,487,individual,5,t,solteiro,baixo,2,4,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2022,Sen. Hector Lebsack,1,chuck@smith-dicki.test,81,43,9,4,243,familiar,5,t,divorciado,baixo,2,8,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2023,Lennie Marquardt Esq.,1,vilma.mueller@lowe.example,68,46,16,9,318,individual,3,f,solteiro,alto,7,8,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2024,Ruthann Lowe,1,aubrey_marquardt@lubowitz.test,40,49,24,5,426,individual,5,f,divorciado,médio,3,4,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2025,Nestor Flatley,1,carmella.bins@rau.example,31,44,22,2,362,familiar,7,t,solteiro,baixo,7,7,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2026,Raymundo Veum,1,oliver@brakus-simonis.test,66,72,12,3,373,individual,2,f,divorciado,médio,1,2,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2027,Zachery Steuber,1,ira@tromp.test,82,69,2,2,419,individual,1,t,casado,médio,3,8,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2028,Micki Hayes,1,amos@marks.example,29,26,31,3,39,familiar,2,t,casado,baixo,9,4,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2029,Damon Bailey,1,clyde_goyette@hamill.test,51,67,22,5,307,familiar,1,t,divorciado,alto,1,3,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2030,Nolan Rippin,1,lidia_kovacek@abbott.test,6,35,18,1,278,familiar,7,t,solteiro,médio,9,7,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2031,Mario Glover,1,thaddeus_lockman@ebert-howell.test,30,6,30,7,279,familiar,6,f,casado,alto,4,15,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2032,Elton Adams,1,stuart@hudson.test,5,17,2,6,230,individual,5,f,casado,alto,0,0,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2033,Temika Zulauf,1,cordell.huel@schneider-gutkowski.example,52,37,15,2,39,individual,5,t,divorciado,médio,5,7,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2034,Sherie Lesch,1,arla_jones@kassulke.example,9,23,22,6,386,individual,5,f,divorciado,médio,1,2,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2035,Miss Humberto Marks,1,gino_lubowitz@ortiz-jacobs.test,63,19,12,2,40,familiar,1,t,solteiro,médio,10,2,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2036,Sandi Kessler,1,dan@beahan.test,23,27,17,9,26,familiar,4,f,casado,médio,3,8,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2037,Shantae Roberts,1,rossana@hand.example,72,52,35,8,408,individual,2,f,solteiro,alto,7,7,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2038,Jewell Rodriguez,1,tinisha.lindgren@huels.test,35,73,5,6,22,familiar,2,f,solteiro,baixo,3,0,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2039,Burton Orn,1,darell.prosacco@stanton-lowe.test,70,27,0,4,182,familiar,5,f,casado,alto,2,1,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2040,Allyson Johns,1,murray.romaguera@morar.example,52,43,17,7,284,familiar,1,t,casado,baixo,3,12,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2041,Belle Barrows,1,sol@crist.test,21,44,33,9,227,familiar,7,t,solteiro,médio,8,6,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2042,Gloria Smitham,1,kurt@fahey.example,7,64,29,7,447,familiar,4,t,solteiro,baixo,0,0,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2043,Millie Bednar,1,stacey.king@ohara.example,70,47,16,8,316,individual,4,f,solteiro,baixo,4,2,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2044,Adriana Gutkowski,1,miles_stoltenberg@lockman.example,62,62,27,6,344,individual,3,t,divorciado,médio,5,6,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2045,Joe Roob,1,moises.maggio@morar-runte.example,18,19,20,9,210,individual,4,t,solteiro,médio,3,9,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2046,Peter Hamill,1,robert@christiansen.example,69,64,21,1,201,individual,2,f,casado,médio,0,2,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2047,Earnest Nikolaus,1,norberto@schimmel.test,52,54,37,9,79,familiar,6,t,casado,alto,7,2,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2048,Terence Bergstrom,1,bernarda_runolfsson@russel.test,68,14,13,7,346,familiar,1,f,divorciado,alto,10,1,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2049,Pamala Strosin,1,reggie.grady@bashirian-mckenzie.example,60,58,18,6,134,familiar,7,t,divorciado,baixo,0,9,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2050,The Hon. Dania Stracke,1,katy.schamberger@cummings.example,48,39,31,8,41,familiar,2,t,solteiro,baixo,7,9,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2051,Clare Lakin,1,perry_goyette@herzog-yundt.test,8,17,0,0,118,individual,1,t,divorciado,alto,8,4,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2052,Norman Berge,1,buena_predovic@tromp.example,23,68,21,8,404,individual,7,t,solteiro,alto,7,7,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2053,Kenyetta Stanton,1,aracely@turcotte.example,84,31,15,7,304,familiar,3,t,divorciado,médio,0,7,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2054,Homer Towne DC,1,buck.goyette@walsh-marvin.example,71,35,2,8,283,familiar,6,f,casado,médio,3,0,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2055,Shanelle Collier,1,wiley@dickens.test,69,2,8,9,421,individual,5,t,casado,alto,10,6,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2056,Mohammed Nolan,1,gus@gleichner-kozey.example,19,26,17,7,158,familiar,4,f,casado,alto,6,4,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2057,Amado Krajcik,1,conrad_boyer@dickens-powlowski.example,48,2,4,5,50,individual,2,t,casado,médio,4,6,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2058,Ambrose Willms,1,terisa.haley@spencer.test,19,1,26,9,167,individual,3,f,casado,alto,0,6,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2059,Carol Hartmann,1,angelika@turner-walter.test,23,52,15,8,287,individual,1,t,solteiro,alto,6,3,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2060,Jamey Block,1,mohamed@von-denesik.test,30,62,13,5,47,individual,2,f,casado,médio,6,6,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2061,Cruz Bechtelar,1,diane@halvorson-dare.example,32,3,32,3,131,individual,1,f,divorciado,médio,0,9,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2062,Sherryl Hirthe,1,eun_kihn@pouros-okeefe.example,61,62,14,9,280,individual,1,f,casado,médio,0,1,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2063,Johnny Hammes,1,peg.prosacco@lockman.test,48,38,8,6,188,individual,4,t,casado,médio,6,2,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2064,Bruce Flatley DVM,1,jonah@greenholt.test,32,58,16,9,366,familiar,2,f,casado,baixo,8,2,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2065,Adele Hills,1,shoshana.reichel@schneider.test,3,35,3,9,184,familiar,5,f,solteiro,baixo,1,5,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2066,Otilia Howell,1,jenise@larson-nikolaus.test,18,9,35,2,267,familiar,1,f,solteiro,alto,1,5,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2067,Casey Legros,1,fatimah@dare.example,48,40,31,9,447,familiar,4,f,casado,baixo,1,2,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2068,Fr. Kimbra Jaskolski,1,oren.swaniawski@dietrich.test,82,44,7,8,419,individual,6,t,solteiro,baixo,8,0,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2069,Ramiro Walter Jr.,1,lindsay@aufderhar.example,24,31,9,0,210,familiar,7,t,solteiro,médio,0,17,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2070,Jermaine Ritchie,1,regenia.conn@lindgren.test,33,32,25,8,425,familiar,6,t,divorciado,alto,8,0,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2071,Dana Toy,1,philomena@lynch.test,53,59,4,7,282,familiar,2,t,solteiro,médio,1,8,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2072,Jonah Grady Ret.,1,nickolas@glover-cummings.test,50,2,28,2,192,familiar,1,t,divorciado,alto,8,6,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2073,Dr. Scott Mraz,1,natashia_mohr@tremblay.test,73,42,6,7,467,individual,1,t,casado,médio,10,6,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2074,Miss Keith Bogisich,1,edmond.feeney@effertz.test,87,48,4,6,339,familiar,2,t,divorciado,baixo,1,5,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2075,Magen Howe,1,eric_torp@heller.test,31,73,23,1,88,familiar,4,t,casado,médio,4,0,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2076,Versie Champlin II,1,lourdes.buckridge@kuhlman.example,39,13,11,8,115,individual,5,f,solteiro,baixo,0,6,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2077,Teddy Shields,1,haywood.robel@bartoletti-greenholt.test,23,16,7,2,165,individual,6,f,divorciado,alto,2,6,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2078,Lana Fadel,1,johnie_stoltenberg@prosacco.example,11,65,5,9,497,familiar,6,t,divorciado,médio,5,2,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2079,Dr. Karole Bode,1,tanesha.gerlach@greenholt.example,10,1,6,5,111,familiar,5,f,casado,alto,2,2,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2080,Librada Stoltenberg V,1,jacinto@lowe.example,23,61,2,5,44,familiar,3,f,solteiro,baixo,5,9,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2081,Mechelle Fahey,1,myrtie.muller@grant.example,40,61,16,4,400,individual,1,t,casado,baixo,8,9,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2082,Leo Kuhlman,1,kevin.donnelly@lynch.test,42,53,33,1,318,familiar,4,f,divorciado,alto,10,4,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2083,Elisha Goldner,1,bob.weissnat@kutch-gusikowski.test,28,2,3,7,156,individual,6,t,divorciado,baixo,2,0,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2084,Lonnie Cartwright,1,elisabeth.hoppe@kovacek.test,12,27,5,8,80,familiar,6,f,solteiro,baixo,6,9,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2085,Pres. Lucien Veum,1,katy@rosenbaum-steuber.example,25,13,6,4,436,familiar,3,t,casado,alto,2,0,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2086,Paris Schneider,1,cordie@torphy.test,35,1,19,9,180,familiar,1,t,casado,médio,1,2,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2087,Bertie Rosenbaum MD,1,brenton_kemmer@ruecker-damore.example,5,12,6,2,394,individual,2,f,casado,alto,2,6,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2088,Beaulah Monahan,1,ashley.gleason@schowalter.test,75,43,18,7,370,familiar,2,t,casado,alto,3,1,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2089,Leo Mohr,1,jordan@bailey-howell.example,17,33,26,4,140,individual,7,f,divorciado,baixo,7,17,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2090,Miss Tien Torphy,1,marcene@weimann.test,41,48,19,6,436,individual,4,t,casado,alto,3,17,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2091,Kenya Grady II,1,eveline@white.test,8,20,13,1,494,individual,1,f,divorciado,alto,8,3,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2092,Antonia Dooley,1,phillip@schumm.test,53,35,10,0,396,individual,3,t,divorciado,médio,4,8,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2093,Morgan Gleichner,1,florentino.kuphal@hudson-mitchell.test,41,31,6,2,202,familiar,2,f,solteiro,alto,2,1,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2094,Joe Wintheiser,1,david@mcclure.example,62,67,27,5,8,individual,3,f,divorciado,médio,3,20,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2095,The Hon. Abbey Strosin,1,melita@sipes-wehner.test,6,32,12,1,362,familiar,5,t,casado,médio,4,8,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2096,Dr. Angella Jones,1,jeannine.borer@moore-turcotte.example,85,38,16,6,190,familiar,7,t,divorciado,alto,8,7,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2097,Brande Treutel,1,jarrett@towne.test,16,72,26,1,152,familiar,2,f,solteiro,baixo,10,6,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2098,Luke Stehr,1,valery_dicki@toy-goodwin.example,15,54,29,8,401,familiar,7,t,casado,baixo,5,0,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2099,Mrs. Sherly Stiedemann,1,serena@koss.example,72,59,27,3,119,individual,4,f,divorciado,médio,9,9,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2100,Shara Emard,1,nathanael_berge@oberbrunner.test,20,62,35,7,199,familiar,7,f,solteiro,alto,3,7,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2101,Lou Shields,1,johanne@ryan.example,26,6,37,8,122,individual,1,f,casado,baixo,3,5,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2102,Melda Smith,1,florance@schamberger.test,52,64,27,5,24,familiar,7,f,casado,baixo,1,6,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2103,Donnetta Zemlak,1,shantell@oberbrunner-grant.test,35,64,22,1,135,familiar,5,f,casado,alto,0,11,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2104,Layne Bergstrom,1,bart@wunsch.test,72,3,28,5,355,individual,5,f,solteiro,baixo,8,17,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2105,Margaret Murazik,1,teisha.cummerata@kautzer.example,33,38,6,6,369,individual,2,t,divorciado,alto,3,1,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2106,Jerold O'Reilly,1,nicolas@koelpin-armstrong.test,31,15,33,1,358,individual,3,t,divorciado,alto,7,9,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2107,Olga Effertz V,1,tereasa@kirlin-gerlach.example,17,33,20,8,440,individual,6,t,solteiro,alto,7,12,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2108,Jarred Christiansen,1,frederick@predovic-bartell.test,35,36,13,7,81,familiar,3,t,solteiro,baixo,8,7,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2109,Elicia Hartmann,1,ila@roberts-parisian.test,23,37,11,8,176,familiar,2,t,divorciado,alto,1,2,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2110,Arthur Adams,1,alecia@thompson.example,14,39,17,9,437,individual,7,t,solteiro,médio,1,0,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2111,Neville Spencer,1,gina_emmerich@kerluke.example,24,44,26,4,209,familiar,6,f,divorciado,médio,7,6,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2112,Nova Grady,1,destiny@hagenes.test,18,55,11,8,224,individual,1,f,casado,baixo,1,9,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2113,Reiko Hammes,1,rodger@hansen-reichert.example,6,14,22,2,431,familiar,1,t,divorciado,baixo,0,7,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2114,Keneth Hand,1,kimber@dooley-fay.test,15,44,31,5,216,individual,4,t,divorciado,médio,8,8,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2115,Nathanial Johnston,1,keeley@jacobs-cummerata.test,38,59,23,4,137,familiar,5,f,solteiro,baixo,4,1,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2116,Charolette Legros,1,theresa@gleichner-toy.example,16,48,10,5,485,individual,7,f,solteiro,baixo,9,3,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2117,Karleen Kling,1,pa.olson@wyman-johns.test,5,28,11,8,485,familiar,1,t,solteiro,baixo,4,1,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2118,Gricelda Waters,1,melida_rath@mills.example,66,41,30,1,176,individual,3,t,casado,médio,2,0,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2119,Rep. Kimberli Sawayn,1,veta@hudson.test,85,49,25,6,73,individual,2,t,divorciado,baixo,9,8,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2120,Zora Padberg,1,herbert@kautzer.test,10,48,32,2,59,familiar,5,f,solteiro,baixo,8,4,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2121,Dewitt Waters,1,mandy@klein.test,62,8,12,1,208,familiar,6,f,divorciado,baixo,1,8,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2122,Msgr. Malinda McDermott,1,zetta_ebert@moore.test,70,6,6,1,67,familiar,1,f,casado,baixo,2,12,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2123,Paul King,1,whitney.bernhard@vonrueden-jenkins.example,53,12,34,4,63,familiar,1,t,casado,médio,3,2,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2124,The Hon. Roger Schaefer,1,virgie_kilback@hoppe.example,46,1,18,7,215,individual,1,f,casado,médio,4,6,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2125,Laverne Rempel,1,nicolas_walter@glover.test,32,31,37,4,114,familiar,7,f,casado,alto,3,2,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2126,Jodie Gottlieb,1,sol@lubowitz.test,53,28,23,5,371,familiar,6,f,divorciado,alto,10,8,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2127,Janey Klocko,1,jon@rippin-mayer.test,23,4,3,6,137,familiar,6,f,divorciado,médio,6,2,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2128,Deon Douglas,1,monroe@kub.example,9,61,36,8,76,individual,2,t,casado,baixo,3,7,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2129,Rev. Tambra Donnelly,1,ervin@pagac-streich.example,73,61,11,1,421,individual,7,t,solteiro,alto,2,8,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2130,Luigi Medhurst IV,1,argelia_runte@hettinger.test,54,40,8,8,8,individual,5,f,divorciado,alto,3,11,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2131,Eboni Barrows Ret.,1,pete@jaskolski.example,22,7,10,2,146,familiar,2,f,casado,alto,4,6,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2132,Mr. Mammie Mertz,1,chet@abbott-hamill.example,27,49,37,9,286,familiar,4,t,solteiro,alto,5,8,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2133,Salvador Pacocha,1,stefan_schinner@feeney-mcglynn.example,23,42,8,6,499,individual,5,f,casado,baixo,1,7,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2134,Cleo Williamson CPA,1,hillary_marvin@lueilwitz.test,47,25,1,3,400,individual,7,f,casado,alto,8,4,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2135,Sen. Kerry Macejkovic,1,rosina@ernser.test,19,32,31,8,259,familiar,3,f,casado,médio,9,9,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2136,Rev. Kristel Nader,1,gregorio@rippin.example,80,49,21,7,194,individual,4,t,solteiro,alto,1,3,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2137,Sen. Melodee Lubowitz,1,martine@trantow-dooley.example,33,70,19,8,315,individual,5,t,solteiro,baixo,5,9,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2138,Mrs. Quintin Klocko,1,clair_champlin@harber-harvey.test,38,45,5,8,364,familiar,7,t,divorciado,médio,7,0,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2139,Concha Tillman,1,leigh_sawayn@crooks.test,4,24,33,7,390,familiar,4,f,casado,alto,8,0,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2140,Msgr. Freddy Mosciski,1,magda_bailey@mckenzie.test,66,16,13,1,3,individual,5,t,solteiro,baixo,7,3,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
2141,Jayme Douglas DDS,1,carlos@walter.example,56,57,36,1,253,individual,6,t,solteiro,alto,10,6,2024-02-16 20:59:32 UTC,2024-02-16 20:59:32 UTC
