id_x,name,team_id,email,tempo_de_assinatura,historico_de_presenca_nos_jogos,historico_de_socio,numero_de_desistencias_no_periodo,historico_de_preco_nos_planos,tipo_de_plano,quantos_membros,planos_com_ingresso_incluso,estado_civil,risco_de_churn,feedback_sobre_servicos,frequencia_de_compra_de_produtos,created_at_x,updated_at_x,id_y,number,cvc,exp_month,exp_year,customer_id,card_status,stripe_id,created_at_y,updated_at_y
1873,Shaunna Farrell,1,ervin_murazik@deckow-jaskolski.test,39,1,35,3,328,individual,6,f,solteiro,alto,0,2,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1873,4242424242424242,265,1,2025,1873,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1874,Wes Wisozk,1,jill.prohaska@russel.example,82,48,17,3,320,familiar,1,f,divorciado,baixo,10,6,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1874,4000056655699556,263,8,2029,1874,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1875,Tierra Casper,1,gaynell.oreilly@kub.test,27,61,0,9,455,familiar,6,t,solteiro,baixo,0,6,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1875,5555555555554444,544,2,2034,1875,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1876,Roosevelt Trantow,1,luciano.wolff@aufderhar-hane.test,60,54,29,5,419,individual,1,t,solteiro,baixo,9,6,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1876,2223003122003222,989,8,2036,1876,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1877,Olin Runte JD,1,ellsworth@sawayn-boehm.example,15,45,9,5,125,individual,3,t,casado,médio,0,0,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1877,5200828282828210,716,3,2028,1877,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1878,Anabel Jones,1,stacy.dicki@torp.example,79,3,23,8,411,individual,7,f,solteiro,médio,3,8,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1878,5105105105105100,159,2,2037,1878,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1879,Shemika Steuber,1,candelaria_ferry@kuhic-tromp.test,32,67,3,7,211,individual,2,t,casado,baixo,5,6,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1879,4242424242424242,671,8,2031,1879,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1880,Althea Larkin DVM,1,cherly_lemke@beahan.example,3,41,6,4,124,familiar,1,f,divorciado,alto,4,20,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1880,4000056655699556,590,9,2037,1880,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1881,Amb. Harvey Zboncak,1,diedre@flatley-carroll.example,39,12,36,2,397,familiar,3,f,casado,alto,3,3,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1881,5555555555554444,867,10,2032,1881,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1882,Lara Lakin,1,america@spencer.example,31,55,13,1,268,individual,4,f,casado,médio,2,1,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1882,2223003122003222,662,2,2038,1882,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1883,Simon McCullough,1,lynn.becker@marquardt.example,7,36,3,2,252,familiar,7,t,divorciado,baixo,10,18,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1883,5200828282828210,365,10,2037,1883,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1884,Merle Stehr,1,sergio_kohler@keebler-dietrich.example,27,5,11,2,28,individual,7,f,solteiro,médio,0,12,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1884,5105105105105100,485,11,2037,1884,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1885,Dacia Ritchie MD,1,vicenta@bruen.example,63,11,20,1,250,individual,2,f,casado,médio,3,5,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1885,4242424242424242,820,3,2034,1885,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1886,Sherly Cartwright I,1,lane.hansen@kessler.example,82,42,1,3,483,familiar,3,f,divorciado,baixo,5,1,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1886,4000056655699556,746,6,2029,1886,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1887,Michaela Gleichner,1,cliff@abernathy.example,59,49,12,0,438,familiar,5,t,casado,baixo,9,6,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1887,5555555555554444,483,1,2036,1887,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1888,Emory Rice,1,mckinley_carter@oberbrunner.example,44,5,2,4,154,individual,4,t,casado,médio,10,8,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1888,2223003122003222,810,9,2038,1888,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1889,Carson Wunsch,1,emory_schultz@larkin.example,50,69,16,3,198,individual,3,t,casado,alto,1,6,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1889,5200828282828210,688,5,2039,1889,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1890,Leon Schiller,1,velia_daniel@pfannerstill.test,84,33,3,9,298,individual,3,t,solteiro,alto,7,2,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1890,5105105105105100,878,3,2033,1890,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1891,Jamie Swift,1,blaine@hills-gutmann.test,58,21,12,0,340,individual,7,f,divorciado,alto,10,14,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1891,4242424242424242,296,3,2034,1891,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1892,Forrest Towne DDS,1,santiago@torp.example,6,58,25,5,114,familiar,3,t,divorciado,baixo,4,8,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1892,4000056655699556,440,8,2038,1892,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1893,Gabriela Bogisich,1,lavette_kuphal@haley.example,71,55,20,0,408,familiar,5,f,divorciado,alto,7,7,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1893,5555555555554444,785,7,2038,1893,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1894,Homer Breitenberg MD,1,pearly.vandervort@conn.example,57,39,20,9,362,individual,6,f,divorciado,médio,2,5,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1894,2223003122003222,507,9,2026,1894,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1895,Dorethea Nikolaus,1,alexis@okon-mann.example,75,60,32,7,160,familiar,5,t,divorciado,médio,8,1,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1895,5200828282828210,206,8,2035,1895,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1896,Shirley Towne CPA,1,nathanael.douglas@bednar.test,81,22,28,7,325,familiar,2,t,solteiro,baixo,1,3,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1896,5105105105105100,198,2,2029,1896,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1897,Orpha Ernser,1,derek@lueilwitz-hintz.example,23,1,29,0,378,familiar,5,t,solteiro,médio,8,3,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1897,4242424242424242,251,1,2033,1897,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1898,Junior Bergstrom,1,tanner.ratke@goodwin-green.test,25,64,25,4,431,individual,7,f,solteiro,baixo,5,4,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1898,4000056655699556,685,9,2038,1898,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1899,Sherril Renner,1,chasidy_jast@pfannerstill-deckow.test,29,27,11,7,494,individual,1,f,solteiro,alto,7,9,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1899,5555555555554444,375,11,2026,1899,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1900,Carrol Boyer JD,1,rocco@schamberger.example,23,68,1,8,332,familiar,6,f,solteiro,médio,0,3,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1900,2223003122003222,292,4,2027,1900,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1901,Erwin Abbott,1,annita@hermiston-lueilwitz.example,7,28,15,4,238,individual,2,t,casado,médio,10,5,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1901,5200828282828210,330,7,2034,1901,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1902,Marilyn Price,1,dale_hoppe@ruecker-schiller.example,30,60,36,7,467,individual,7,f,divorciado,médio,3,2,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1902,5105105105105100,410,7,2027,1902,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1903,Renata Lubowitz III,1,jordon@christiansen.test,2,4,4,6,428,individual,1,f,casado,alto,7,7,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1903,4242424242424242,583,8,2030,1903,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1904,Omar Hahn,1,connie.koelpin@wolff-dicki.test,87,16,22,0,175,individual,3,t,solteiro,médio,4,8,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1904,4000056655699556,947,9,2025,1904,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1905,Margo Lebsack,1,stewart.bauch@weber.test,53,20,6,4,1,familiar,7,t,divorciado,alto,10,4,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1905,5555555555554444,668,11,2039,1905,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1906,Omar Orn,1,ward@russel-johns.example,30,62,18,5,137,individual,3,f,solteiro,baixo,6,2,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1906,2223003122003222,170,5,2025,1906,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1907,Torri Dach,1,hannah_turcotte@kautzer.test,65,17,17,2,31,individual,6,t,casado,alto,4,8,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1907,5200828282828210,795,11,2027,1907,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1908,Daren Mraz,1,eleni@erdman.test,55,26,1,2,284,familiar,2,f,divorciado,baixo,7,5,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1908,5105105105105100,995,7,2031,1908,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1909,Rev. Omer Macejkovic,1,tyrone@borer.example,49,14,26,5,296,individual,3,t,casado,médio,4,8,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1909,4242424242424242,858,3,2030,1909,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1910,Scott Quitzon,1,hyacinth@mayert.example,15,24,14,3,462,familiar,3,f,casado,alto,8,9,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1910,4000056655699556,688,9,2035,1910,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1911,The Hon. Scott McLaughlin,1,elouise@strosin-schmeler.test,23,71,25,7,265,familiar,4,f,solteiro,médio,3,7,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1911,5555555555554444,133,5,2026,1911,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1912,Birgit Powlowski,1,deshawn@considine-greenholt.example,81,36,0,8,457,familiar,2,f,divorciado,médio,7,7,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1912,2223003122003222,358,2,2025,1912,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1913,Vertie Tremblay Jr.,1,tiffiny.langosh@medhurst.test,2,68,33,7,418,individual,7,f,casado,médio,10,1,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1913,5200828282828210,447,9,2036,1913,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1914,Reed Harber DVM,1,mario@hand.test,26,15,9,2,296,familiar,3,t,solteiro,baixo,10,7,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1914,5105105105105100,811,6,2031,1914,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1915,Juana Wyman,1,ellie_littel@davis.test,33,69,32,0,83,familiar,3,f,solteiro,baixo,2,8,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1915,4242424242424242,905,4,2033,1915,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1916,Priscilla Kirlin Ret.,1,lashandra@walker.example,18,72,11,2,432,individual,5,f,casado,médio,0,5,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1916,4000056655699556,616,11,2025,1916,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1917,Ms. Karlene Kohler,1,titus@carroll-robel.test,65,43,8,3,362,familiar,7,t,casado,baixo,4,4,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1917,5555555555554444,533,1,2035,1917,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1918,Bettye Reichert,1,sammie.boehm@thompson.test,54,71,31,7,489,individual,4,f,divorciado,alto,9,4,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1918,2223003122003222,520,6,2030,1918,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1919,Eduardo Raynor,1,ethel_bayer@wisozk.example,45,35,1,6,91,individual,4,t,casado,alto,5,7,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1919,5200828282828210,850,7,2033,1919,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1920,Cliff Hammes Esq.,1,laureen@kuhlman.test,57,40,22,7,18,familiar,1,f,casado,médio,1,6,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1920,5105105105105100,977,8,2038,1920,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1921,Sen. Juliet Dickens,1,ellis.huel@torp.example,31,35,22,5,494,familiar,2,f,solteiro,médio,3,1,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1921,4242424242424242,190,3,2029,1921,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1922,Emmett Flatley,1,donita@hermiston.test,9,67,16,4,425,individual,1,f,divorciado,médio,6,0,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1922,4000056655699556,976,7,2032,1922,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1923,German Schmidt DC,1,abbey.nitzsche@kuhic-hansen.example,47,71,3,8,56,familiar,1,f,casado,médio,5,6,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1923,5555555555554444,223,2,2036,1923,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1924,Starla Glover,1,gail@sanford.test,38,63,2,7,146,familiar,6,f,casado,médio,7,15,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1924,2223003122003222,443,8,2032,1924,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1925,Clark Hodkiewicz,1,joan@berge.example,7,67,16,0,498,individual,1,t,solteiro,alto,4,1,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1925,5200828282828210,596,9,2036,1925,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1926,Warner Terry,1,jarred_stokes@huel.test,25,51,16,2,187,familiar,1,f,solteiro,alto,3,6,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1926,5105105105105100,569,6,2032,1926,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1927,Houston Wunsch,1,sade_jast@barton.test,50,65,30,8,304,familiar,2,t,solteiro,médio,6,15,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1927,4242424242424242,178,6,2037,1927,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1928,Rosita Yost,1,eddie@deckow.example,49,48,2,9,37,individual,3,f,casado,médio,10,3,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1928,4000056655699556,628,2,2028,1928,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1929,Gale Crist,1,denny.stiedemann@hagenes-padberg.test,37,51,29,5,367,individual,4,t,divorciado,médio,4,3,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1929,5555555555554444,108,1,2029,1929,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1930,Rodrigo Pagac V,1,cami.veum@fritsch.test,22,20,23,3,372,familiar,5,f,solteiro,médio,2,10,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1930,2223003122003222,561,8,2025,1930,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1931,Grover Stamm,1,kenny.hammes@armstrong.test,11,12,35,4,122,familiar,7,t,casado,baixo,8,9,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1931,5200828282828210,859,10,2031,1931,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1932,Raleigh Prosacco PhD,1,laverna.stark@ruecker.example,52,30,19,2,493,familiar,1,f,casado,baixo,8,3,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1932,5105105105105100,625,3,2028,1932,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1933,Randee Rempel,1,hal_rempel@kuhn.test,32,11,9,6,352,individual,3,f,divorciado,alto,5,17,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1933,4242424242424242,739,9,2026,1933,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1934,Galen Bayer,1,agnus.cremin@effertz.example,4,67,26,0,24,familiar,2,t,divorciado,médio,5,4,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1934,4000056655699556,867,4,2028,1934,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1935,Antionette Kunze,1,yolonda@schmitt.test,10,74,37,6,181,individual,7,t,casado,alto,8,7,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1935,5555555555554444,289,1,2032,1935,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1936,Burma Lynch Jr.,1,meta.mills@schowalter-conn.example,59,16,8,1,60,individual,6,f,divorciado,médio,1,4,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1936,2223003122003222,305,1,2027,1936,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1937,Merle Sipes,1,tanika.ward@bogan-gutkowski.test,57,43,2,3,82,individual,2,f,divorciado,baixo,2,2,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1937,5200828282828210,204,6,2029,1937,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1938,Monte Dooley DDS,1,brigida_waelchi@skiles.example,24,26,12,2,329,familiar,4,f,divorciado,médio,2,8,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1938,5105105105105100,871,11,2029,1938,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1939,Leia Zboncak III,1,delicia@bergnaum.example,30,23,33,3,231,familiar,1,t,solteiro,alto,4,6,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1939,4242424242424242,236,1,2025,1939,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1940,Cesar Effertz,1,alberto@dooley-predovic.example,72,50,27,6,27,familiar,7,t,divorciado,alto,9,5,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1940,4000056655699556,121,10,2037,1940,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1941,Ivory Metz,1,brain@kihn.example,44,46,1,5,353,familiar,6,f,divorciado,médio,5,0,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1941,5555555555554444,345,3,2035,1941,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1942,Prof. Dalton Bradtke,1,clara.flatley@lind.test,43,35,20,2,99,familiar,7,t,solteiro,alto,6,5,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1942,2223003122003222,425,4,2038,1942,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1943,Kym Toy MD,1,twanna_mills@harber.test,43,18,7,7,394,individual,3,t,solteiro,baixo,5,1,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1943,5200828282828210,581,9,2033,1943,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1944,Romelia Pagac,1,sammy@kris.example,85,20,16,0,379,individual,3,f,solteiro,médio,1,1,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1944,5105105105105100,884,1,2034,1944,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1945,Ms. Antonette Hoppe,1,cecil@botsford.example,12,7,2,4,41,familiar,5,f,solteiro,médio,2,7,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1945,4242424242424242,169,1,2031,1945,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1946,Kraig Raynor,1,maynard.gerlach@brakus.test,52,29,10,7,109,familiar,4,f,divorciado,médio,9,7,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1946,4000056655699556,439,6,2038,1946,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1947,Chanda Volkman,1,marsha@schowalter.test,80,72,5,2,233,familiar,6,t,solteiro,baixo,2,7,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1947,5555555555554444,469,3,2033,1947,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1948,Eura Grady,1,wiley_weber@howe-baumbach.test,29,72,12,1,433,familiar,3,f,casado,médio,9,1,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1948,2223003122003222,786,4,2028,1948,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1949,Ms. Richard Gleason,1,arron@willms.example,47,69,16,1,55,familiar,1,t,casado,baixo,4,5,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1949,5200828282828210,981,2,2036,1949,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1950,Fr. Noelle Gorczany,1,faye.bashirian@cassin.example,24,72,4,0,176,familiar,4,t,casado,alto,10,3,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1950,5105105105105100,532,7,2028,1950,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1951,Isidra Cruickshank,1,detra@quitzon-monahan.example,46,39,18,6,52,familiar,5,f,solteiro,médio,2,0,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1951,4242424242424242,203,7,2034,1951,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1952,Ligia Ernser,1,mikel_okuneva@hayes.example,11,1,11,4,448,individual,7,f,casado,médio,6,4,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1952,4000056655699556,514,8,2028,1952,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1953,Prof. Horacio Tromp,1,courtney@abshire.test,56,23,0,1,331,familiar,7,t,solteiro,baixo,10,4,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1953,5555555555554444,797,7,2028,1953,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1954,Fletcher Mills,1,kristopher@turcotte.test,75,54,2,5,291,individual,4,f,casado,baixo,10,12,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1954,2223003122003222,436,1,2025,1954,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1955,Pres. Chang Schinner,1,therese.legros@witting-flatley.example,42,3,14,3,350,individual,6,t,divorciado,baixo,3,8,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1955,5200828282828210,324,10,2025,1955,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1956,Aleisha Ortiz,1,chas.langosh@fisher.example,48,41,14,0,34,individual,1,t,divorciado,baixo,6,6,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1956,5105105105105100,239,9,2025,1956,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1957,Fr. Jacelyn Bartell,1,celine_heaney@veum.test,86,22,15,3,7,individual,6,t,solteiro,alto,9,9,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1957,4242424242424242,281,7,2035,1957,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1958,Linda Fritsch III,1,aubrey.tillman@kreiger-wilkinson.example,55,34,24,1,362,individual,2,f,casado,baixo,8,14,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1958,4000056655699556,483,8,2025,1958,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1959,Oda Schinner,1,tasia_gutmann@roob-wisozk.test,53,7,35,5,314,individual,2,f,solteiro,baixo,6,3,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1959,5555555555554444,476,11,2038,1959,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1960,Norah Kreiger MD,1,randi_mcglynn@wehner-mohr.test,11,51,0,1,130,individual,1,f,casado,médio,3,8,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1960,2223003122003222,822,3,2028,1960,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1961,Margarito Mann JD,1,felecia@wisoky.example,14,1,10,3,144,familiar,5,t,divorciado,médio,2,4,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1961,5200828282828210,493,3,2031,1961,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1962,Brigid Yundt,1,jerrold_berge@zieme-treutel.test,65,35,25,5,438,individual,1,t,casado,médio,10,9,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1962,5105105105105100,819,9,2031,1962,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1963,Keven Brekke,1,delma_hamill@cole.example,33,3,28,1,348,individual,6,f,divorciado,médio,3,2,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1963,4242424242424242,464,11,2030,1963,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1964,Pamula Spencer,1,alonzo@schulist.test,30,28,10,9,269,individual,5,t,divorciado,baixo,0,2,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1964,4000056655699556,841,6,2035,1964,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
1965,Lanie Kirlin JD,1,tangela@feest.example,72,16,10,7,173,familiar,1,t,solteiro,médio,7,0,2024-02-16 20:59:31 UTC,2024-02-16 20:59:31 UTC,1965,5555555555554444,659,2,2028,1965,,,2024-02-16 20:59:52 UTC,2024-02-16 20:59:52 UTC
